,spam,sms,sms_transform
2434,0,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,uncl boy need movi oh guid plu know torrent particularli legal system slow gr8 day plu start co dont meet onlin honey moon
2435,0,Oh ya ya. I remember da. .,oh ya ya rememb da
2436,0,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,btw regard realli tri see anyon els 4th guy commit random dude
2437,1,"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",ur chanc win cash everi wk txt play c custcar 08715705022
2438,0,I not busy juz dun wan 2 go so early.. Hee.. ,busi juz dun wan 2 go earli hee
2439,0,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,rightio well arent bright earli morn
2440,0,"Great. I'm in church now, will holla when i get out",great church holla get
2441,0,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,back brum thank put us keep us happi see soon
2442,0,I donno if they are scorable,donno scorabl
2443,0,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,lt gt great loxahatche xma tree burn updat total see star
2444,0,"Yes but i dont care! I need you bad, princess!",ye dont care need bad princess
2445,0,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",guy kadeem sell sinc break know one guy paranoid fuck like sell without ca til late tonight
2447,0,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...,tmr brin lar aiya later come n c lar mayb neva set properli got da help sheet wif
2448,0,Do u knw dis no. &lt;#&gt; ?,u knw di lt gt
2449,0,Then she dun believe wat?,dun believ wat
2450,0,K..give back my thanks.,k give back thank
2451,0,I know complain num only..bettr directly go to bsnl offc nd apply for it..,know complain num bettr directli go bsnl offc nd appli
2452,0,Okay. I've seen it. So i should pick it on friday?,okay seen pick friday
2453,0,How much she payed. Suganya.,much pay suganya
2454,0,Left dessert. U wan me 2 go suntec look 4 u?,left dessert u wan 2 go suntec look 4 u
2455,0,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",abeg make profit start use get sponsor next event
2456,0,Onum ela pa. Normal than.,onum ela normal
2457,0,K.k..how is your sister kids?,sister kid
2458,0,"Cool, I'll text you when I'm on the way",cool text way
2459,0,Nope. Meanwhile she talk say make i greet you.,nope meanwhil talk say make greet
2460,0,i cant talk to you now.i will call when i can.dont keep calling.,cant talk call keep call
2461,0,Anything lar...,anyth lar
2462,0,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",rose need water season need chang poet need imagin phone need ur sm need ur love frndship forev
2463,0,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",good afternoon babe goe day job prospect yet miss love sigh
2464,0,They will pick up and drop in car.so no problem..,pick drop problem
2465,0,S.i think he is waste for rr..,think wast rr
2466,0,He is world famamus....,world famamu
2467,0,Is there coming friday is leave for pongal?do you get any news from your work place.,come friday leav pongal get news work place
2468,0,Lol well don't do it without me. We could have a big sale together.,lol well without could big sale togeth
2469,0,* Am on my way,way
2470,0,Eat at old airport road... But now 630 oredi... Got a lot of pple...,eat old airport road 630 oredi got lot pple
2471,0,"sry can't talk on phone, with parents",sri ca talk phone parent
2473,0,Ok lor wat time Ì_ finish?,ok lor wat time finish
2474,0,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",princess like make love lt gt time per night hope that problem
2475,0,Mm i am on the way to railway,mm way railway
2477,0,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",done sorri hope next space give everyth want rememb furnitur around move lock lock leav key jenn
2478,0,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,yet like keep touch easiest way barcelona way ru hous
2479,1,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",sppok ur mob halloween collect nokia logo pic messag plu free eeri tone txt card spook 8007
2480,1,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",urgent call 09066612661 landlin complementari 4 tenerif holiday cash await collect sae cs po box 3 wa14 2px 150ppm sender hol offer
2481,0,K.:)do it at evening da:)urgent:),even da urgent
2482,0,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,pansi live jungl two year drive worri
2483,0,Mm have some kanji dont eat anything heavy ok,mm kanji dont eat anyth heavi ok
2484,0,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,promis get soon text morn let know made ok
2485,0,Lol that's different. I don't go trying to find every real life photo you ever took.,lol differ go tri find everi real life photo ever took
2486,0,I dont thnk its a wrong calling between us,dont thnk wrong call us
2487,0,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,k ill need sr model pl send mail id pa
2488,0,Aiyah e rain like quite big leh. If drizzling i can at least run home.,aiyah e rain like quit big leh drizzl least run home
2489,0,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,2 doc appoint next week tire shove stuff ugh could normal bodi
2490,0,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,dun b sad dun thk abt alreadi concentr ur paper k
2491,0,"Greetings me, ! Consider yourself excused.",greet consid excus
2492,0,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,drama enough famili struggl hot sun strang reason ego go invit actual necess seriou reppurcuss
2493,0,they released another Italian one today and it has a cosign option,releas anoth italian one today cosign option
2494,0,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",mu tri figur much money everyon ga alcohol jay tri figur weed budget
2495,1,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,winner valu network custom hvae select receiv reward collect call valid 24 hour acl03530150pm
2496,0,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,hcl chennai requir fresher voic english upto lt gt lt gt telephon interview
2497,0,Dai what this da.. Can i send my resume to this id.,dai da send resum id
2498,0,"I know where the  &lt;#&gt;  is, I'll be there around 5",know lt gt around 5
2499,0,Yup i've finished c Ì_ there...,yup finish c
2500,0,Remember to ask alex about his pizza,rememb ask alex pizza
2501,0,No da..today also i forgot..,da today also forgot
2502,0,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",ola would get back mayb today told direct link us get car bid onlin arrang ship get cut u partnership u invest money ship take care rest u wud b self reliant soon dnt worri
2503,0,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,fwiw reason around time smoke ga afford around someon tell appar happen somebodi want light
2504,0,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",hello boytoy made home constant thought love hope nice visit ca wait till come home kiss
2505,0,Congrats kano..whr s the treat maga?,congrat kano whr treat maga
2506,0,Who u talking about?,u talk
2507,0,Yup...,yup
2509,0,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",u wake alreadi wat u u pick us later rite take sq825 reach ard 7 smth 8 like dat u check e arriv time c ya soon
2510,0,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,yunni walk citylink faster come hungri
2511,0,Er yep sure. Props?,er yep sure prop
2512,0,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",hiya u pay money account thank got pleasant surpris check balanc c get statement 4 acc
2513,1,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,u nokia 6230 plu free digit camera u get u win free auction take part send nokia 83383 16
2514,0,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,ok ill send lt decim gt ok
2515,0,Bognor it is! Should be splendid at this time of year.,bognor splendid time year
2516,0,Yes.i'm in office da:),offic da
2519,0,Ok. I only ask abt e movie. U wan ktv oso?,ask abt e movi u wan ktv oso
2520,0,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,misplac number send text old number wonder heard year best mcat got number atlanta friend
2522,0,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,dunno lei might b eatin wif fren wan eat wait 4 lar
2524,1,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,free entri weekli comp send word win 80086 18 c
2526,0,Do u noe how 2 send files between 2 computers?,u noe 2 send file 2 comput
2527,0,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",mmmmm love wake word morn miss love hope day goe well happi wait us togeth
2528,0,jay says he'll put in  &lt;#&gt;,jay say put lt gt
2529,0,Can you just come in for a sec? There's somebody here I want you to see,come sec somebodi want see
2530,0,So the sun is anti sleep medicine.,sun anti sleep medicin
2531,0,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,happen gotten job begun registr perman resid
2532,0,Yup ok...,yup ok
2533,0,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,glad went well come 11 plenti time clair goe work
